tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating
Writing,186,Case Western Reserve University,Shun,,Kiang,2368349,1,good,TEACHER,PROFESSOR,5.0
Economics,186,Case Western Reserve University,Edward,,Kickel,2439716,1,poor,TEACHER,PROFESSOR,1.0
Philosophy,186,Case Western Reserve University,Chin-Tai,,Kim,88481,26,good,TEACHER,PROFESSOR,3.8
Social Work,186,Case Western Reserve University,Kelly,,Kimble,2175422,0,zero,TEACHER,PROFESSOR,N/A
Physics,186,Case Western Reserve University,Jesse,,Kinder,1650549,11,average,TEACHER,PROFESSOR,3.0
Medicine,186,Case Western Reserve University,Timothy,,Kinsella,1173567,0,zero,TEACHER,PROFESSOR,N/A
History,186,Case Western Reserve University,Jonathan,,KinseR,1943851,1,good,TEACHER,PROFESSOR,3.5
Modern Languages,186,Case Western Reserve University,Yoshiko,,Kishi,75384,28,good,TEACHER,PROFESSOR,4.8
Psychology,186,Case Western Reserve University,Susan,,Klein,1535549,2,average,TEACHER,PROFESSOR,2.5
Economics,186,Case Western Reserve University,Jack,,Kleinhenz,274701,3,good,TEACHER,PROFESSOR,4.3
Nursing,186,Case Western Reserve University,Mark,,Klimek,1192078,0,zero,TEACHER,PROFESSOR,N/A
Medicine,186,Case Western Reserve University,Julia,,Knopes,2482150,1,good,TEACHER,PROFESSOR,5.0
Biomedical Engineering,186,Case Western Reserve University,Melissa,,Knothe Tate,910461,6,good,TEACHER,PROFESSOR,4.2
English,186,Case Western Reserve University,Kurt,,Koenigsberger,819349,2,average,TEACHER,PROFESSOR,3.2
Engineering,186,Case Western Reserve University,Richard,,Kolacinski,2186553,0,zero,TEACHER,PROFESSOR,N/A
Computer Science,186,Case Western Reserve University,Richard,,Kolacinski,2125377,33,poor,TEACHER,PROFESSOR,2.0
Music,186,Case Western Reserve University,Richard,,Kolb,896713,2,good,TEACHER,PROFESSOR,3.8
History,186,Case Western Reserve University,Elisabeth,,Koll,88548,16,good,TEACHER,PROFESSOR,3.8
Statistics,186,Case Western Reserve University,Sreenivas,,Konda,626490,14,good,TEACHER,PROFESSOR,4.5
Music,186,Case Western Reserve University,Lisa,,Koops,1027199,6,good,TEACHER,PROFESSOR,4.9
Macromolecular Science & Eng,186,Case Western Reserve University,Lashonda,,Korley,1564402,1,poor,TEACHER,PROFESSOR,1.0
Nutrition,186,Case Western Reserve University,Jane,,Korsberg,298275,9,good,TEACHER,PROFESSOR,3.6
Law,186,Case Western Reserve University,Juliet,,Kostritsky,436679,28,good,TEACHER,PROFESSOR,4.1
Mathematics,186,Case Western Reserve University,Peter,,Kotelenez,21914,38,average,TEACHER,PROFESSOR,2.8
Biomedical Engineering,186,Case Western Reserve University,Dmitri,,Kourennyi,484010,10,good,TEACHER,PROFESSOR,3.6
Physics,186,Case Western Reserve University,Kenneth,,Kowalski,206559,28,poor,TEACHER,PROFESSOR,1.5
Computer Science,186,Case Western Reserve University,Mehmet,,Koyuturk,1104419,24,good,TEACHER,PROFESSOR,4.3
Art,186,Case Western Reserve University,George,,Kozmon,1846470,5,average,TEACHER,PROFESSOR,3.1
Social Science,186,Case Western Reserve University,David,,Kribel,2258232,1,good,TEACHER,PROFESSOR,5.0
Astronomy,186,Case Western Reserve University,Jeffrey,,Kriessler,308603,17,average,TEACHER,PROFESSOR,2.7
Law,186,Case Western Reserve University,Raymond,,Ku,2306250,0,zero,TEACHER,PROFESSOR,N/A
Biology,186,Case Western Reserve University,Dianne,,Kube,1622186,34,average,TEACHER,PROFESSOR,2.8
Biology,186,Case Western Reserve University,Barbara,,Kuemerle,1267974,30,average,TEACHER,PROFESSOR,3.4
Biochemistry,186,Case Western Reserve University,David,,Kuo,2098753,6,good,TEACHER,PROFESSOR,5.0
English,186,Case Western Reserve University,James,,Kuzner,1259641,7,good,TEACHER,PROFESSOR,4.5
Chemical Engineering,186,Case Western Reserve University,Daniel,,Lacks,507682,7,good,TEACHER,PROFESSOR,4.3
Law,186,Case Western Reserve University,Catherine,,Lacroix,856744,5,good,TEACHER,PROFESSOR,3.9
Modern Languages,186,Case Western Reserve University,Carlos,,Lafuente-Rodriguez,927297,3,good,TEACHER,PROFESSOR,3.5
Materials Science,186,Case Western Reserve University,Peter,,Lagerlof,757259,28,good,TEACHER,PROFESSOR,3.8
English,186,Case Western Reserve University,Anastasia,,Lakhtikova,1901226,5,poor,TEACHER,PROFESSOR,2.2
Physics,186,Case Western Reserve University,Walter,,Lambrecht,1243387,1,average,TEACHER,PROFESSOR,3.0
Chemical Engineering,186,Case Western Reserve University,Uziel,,Landau,948462,11,poor,TEACHER,PROFESSOR,2.4
Physical Education,186,Case Western Reserve University,Kathleen,,Lanese,447331,6,good,TEACHER,PROFESSOR,5.0
Mathematics,186,Case Western Reserve University,Joel,,Langer,88372,40,good,TEACHER,PROFESSOR,3.8
Mathematics,186,Case Western Reserve University,Richard,,Lartey,2018533,1,good,TEACHER,PROFESSOR,5.0
History,186,Case Western Reserve University,Marixa,,Lasso,782207,8,average,TEACHER,PROFESSOR,3.1
Organizational Behavior,186,Case Western Reserve University,Chris,,Laszlo,1575358,0,zero,TEACHER,PROFESSOR,N/A
Modern Languages,186,Case Western Reserve University,Marie,,Lathers,51984,14,average,TEACHER,PROFESSOR,3.4
Anthropology,186,Case Western Reserve University,Bruce,,Latimer,1704616,7,good,TEACHER,PROFESSOR,5.0
Management,186,Case Western Reserve University,Dennis,,Laurie,1174914,0,zero,TEACHER,PROFESSOR,N/A
Political Science,186,Case Western Reserve University,Kathryn,,Lavelle,88771,21,good,TEACHER,PROFESSOR,4.6
Biomedical Engineering,186,Case Western Reserve University,Erin,,Lavik,1961698,1,poor,TEACHER,PROFESSOR,1.5
Psychology,186,Case Western Reserve University,Bonnie,,Lawrence,930759,7,good,TEACHER,PROFESSOR,4.4
Psychology,186,Case Western Reserve University,Erin,,Lea,1314232,0,zero,TEACHER,PROFESSOR,N/A
Law,186,Case Western Reserve University,Wilbur,,Leatherberry,1096074,3,good,TEACHER,PROFESSOR,3.7
History,186,Case Western Reserve University,Kenneth,,Ledford,17529,28,good,TEACHER,PROFESSOR,4.5
Chemistry,186,Case Western Reserve University,Irene,,Lee,302802,18,average,TEACHER,PROFESSOR,2.8
Electrical Engineering,186,Case Western Reserve University,Gregory,,Lee,1837551,44,poor,TEACHER,PROFESSOR,1.9
Mechanical Engineering,186,Case Western Reserve University,Kiju,,Lee,1274939,14,good,TEACHER,PROFESSOR,4.2
Mathematics,186,Case Western Reserve University,Marshall,,Leitman,17107,81,poor,TEACHER,PROFESSOR,2.0
History,186,Case Western Reserve University,Miriam,,Levin,282930,12,poor,TEACHER,PROFESSOR,2.2
Art Education,186,Case Western Reserve University,Sally,,Levine,498678,3,good,TEACHER,PROFESSOR,4.2
Psychology,186,Case Western Reserve University,Kay,,Levine,2010706,0,zero,TEACHER,PROFESSOR,N/A
Materials Science,186,Case Western Reserve University,John,,Lewandowski,1224747,4,good,TEACHER,PROFESSOR,4.8
Computer Science,186,Case Western Reserve University,Michael,,Lewicki,1478435,19,average,TEACHER,PROFESSOR,3.2
Computer Science,186,Case Western Reserve University,Jing,,Li,846293,17,average,TEACHER,PROFESSOR,2.7
Engineering,186,Case Western Reserve University,Bo,,Li,2255035,3,poor,TEACHER,PROFESSOR,1.0
Mathematics,186,Case Western Reserve University,Ben,,Li,2357114,1,good,TEACHER,PROFESSOR,5.0
Statistics,186,Case Western Reserve University,Pan,,Li,2231701,5,poor,TEACHER,PROFESSOR,1.6
Chemistry,186,Case Western Reserve University,Fu-Sen,,Liang,2482745,2,good,TEACHER,PROFESSOR,4.0
Computer Science,186,Case Western Reserve University,Vincenzo,,Liberatore,16817,43,average,TEACHER,PROFESSOR,3.3
General Education,186,Case Western Reserve University,Trudy,,Lieberman,929300,3,average,TEACHER,PROFESSOR,2.9
Nonprofit Management,186,Case Western Reserve University,Mark,,Light,1221350,22,good,TEACHER,PROFESSOR,4.8
Mathematics,186,Case Western Reserve University,Christopher,,Lin,1509391,6,good,TEACHER,PROFESSOR,4.2
Modern Languages,186,Case Western Reserve University,Clara,,Lipszyc-Arroyo,1379275,20,good,TEACHER,PROFESSOR,4.8
Medicine,186,Case Western Reserve University,Jerome,,Litt,476990,0,zero,TEACHER,PROFESSOR,N/A
Chemical Engineering,186,Case Western Reserve University,Chung-Chiun,,Liu,948463,2,good,TEACHER,PROFESSOR,5.0
Mathematics,186,Case Western Reserve University,Kathryn,,Lockwood,2248126,7,good,TEACHER,PROFESSOR,4.1
Modern Languages,186,Case Western Reserve University,Enno,,Lohmeyer,509307,19,good,TEACHER,PROFESSOR,4.9
Art,186,Case Western Reserve University,Martha,,Lois,2236510,1,poor,TEACHER,PROFESSOR,2.0
Social Work,186,Case Western Reserve University,Amy,Vasilko,Lomis,2351622,1,good,TEACHER,PROFESSOR,4.0
Electrical Engineering,186,Case Western Reserve University,Kenneth,,Loparo,25011,25,good,TEACHER,PROFESSOR,3.8
Marketing,186,Case Western Reserve University,Mary Mimi,,Lord,1870318,1,good,TEACHER,PROFESSOR,5.0
Epidemiology,186,Case Western Reserve University,Sana,,Loue,1773500,0,zero,TEACHER,PROFESSOR,N/A
Biomedical Engineering,186,Case Western Reserve University,Zheng-Rong,,Lu,1937296,0,zero,TEACHER,PROFESSOR,N/A
English,186,Case Western Reserve University,Shaofei,,Lu,2306061,4,average,TEACHER,PROFESSOR,3.0
Writing,186,Case Western Reserve University,David,,Lucas,2125217,5,good,TEACHER,PROFESSOR,4.9
Astronomy,186,Case Western Reserve University,R. Earle,,Luck,16807,17,average,TEACHER,PROFESSOR,2.5
Nursing,186,Case Western Reserve University,Susan,,Ludington,1847831,4,poor,TEACHER,PROFESSOR,1.6
Economics,186,Case Western Reserve University,Martine,,Lussier,49244,53,average,TEACHER,PROFESSOR,3.0
Biology,186,Case Western Reserve University,Audrey,,Lynn,1888266,10,average,TEACHER,PROFESSOR,2.9
English,186,Case Western Reserve University,Michelle,,Lyons-McFarland,2436307,1,good,TEACHER,PROFESSOR,5.0
Information Systems,186,Case Western Reserve University,Kalle,,Lyytinen,1150391,2,average,TEACHER,PROFESSOR,3.2
Statistics,186,Case Western Reserve University,Junheng,,MA,1227777,2,poor,TEACHER,PROFESSOR,1.0
Physical Education,186,Case Western Reserve University,Marcus,,MacAlla,1682776,2,good,TEACHER,PROFESSOR,5.0
Music,186,Case Western Reserve University,Brian,,MacGilvray,2186610,5,good,TEACHER,PROFESSOR,4.0
Psychology,186,Case Western Reserve University,Brooke,,Macnamara,2446651,2,poor,TEACHER,PROFESSOR,2.0
Finance,186,Case Western Reserve University,Leonardo,,Madureira,1015558,11,good,TEACHER,PROFESSOR,3.6
Medicine,186,Case Western Reserve University,Michael,,Maguire,1268075,3,good,TEACHER,PROFESSOR,4.7
Macromolecular Science  Eng,186,Case Western Reserve University,João,,Maia,2009508,3,average,TEACHER,PROFESSOR,3.3
English,186,Case Western Reserve University,Howard,,Maier,2374223,0,zero,TEACHER,PROFESSOR,N/A
Electrical Engineering,186,Case Western Reserve University,Behnam,,Malakooti,63731,27,average,TEACHER,PROFESSOR,3.3
Nutrition,186,Case Western Reserve University,Lindsay,,Malone,1917317,14,good,TEACHER,PROFESSOR,4.8
MacRomolecular Science & Eng,186,Case Western Reserve University,Ica,,Manas-Zloczower,25179,5,good,TEACHER,PROFESSOR,4.6
Electrical Engineering,186,Case Western Reserve University,Soumyajit,,Mandal,2028432,6,good,TEACHER,PROFESSOR,3.8
Mechanical Engineering,186,Case Western Reserve University,Joseph,,Mansour,1557099,8,poor,TEACHER,PROFESSOR,2.3
Biomedical Engineering,186,Case Western Reserve University,Roger,,Marchant,635808,3,poor,TEACHER,PROFESSOR,2.0
Nursing,186,Case Western Reserve University,Jane,,Marek,2239463,4,good,TEACHER,PROFESSOR,4.2
Chemistry,186,Case Western Reserve University,Phillip,,Mark,1746252,0,zero,TEACHER,PROFESSOR,N/A
Medicine,186,Case Western Reserve University,Sanford,,Markowitz,530725,0,zero,TEACHER,PROFESSOR,N/A
English,186,Case Western Reserve University,William,,Marling,819120,11,average,TEACHER,PROFESSOR,2.8
Medicine,186,Case Western Reserve University,Frank,,Marrero,1250728,0,zero,TEACHER,PROFESSOR,N/A
Communication Sciences,186,Case Western Reserve University,Rodney,,Marshall,1191516,0,zero,TEACHER,PROFESSOR,N/A
Not Specified,186,Case Western Reserve University,Olivier,,Marteau,1772048,4,good,TEACHER,PROFESSOR,4.5
Physics,186,Case Western Reserve University,Michael,A.,Martens,1935906,1,good,TEACHER,PROFESSOR,4.5
Chemical Engineering,186,Case Western Reserve University,Heidi,,Martin,948464,10,poor,TEACHER,PROFESSOR,2.0
Biology,186,Case Western Reserve University,Ryan,,Martin,2041320,3,good,TEACHER,PROFESSOR,4.2
Accounting,186,Case Western Reserve University,Sharon,,Martin,2061909,7,good,TEACHER,PROFESSOR,3.5
Organizational Behavior,186,Case Western Reserve University,Hector,,Martinez,1805899,1,good,TEACHER,PROFESSOR,4.5
Electrical Engineering,186,Case Western Reserve University,Carlos,,Mastrangelo,838294,1,good,TEACHER,PROFESSOR,5.0
Economics,186,Case Western Reserve University,Cristiana,,Mastrogiacomi,1023755,6,average,TEACHER,PROFESSOR,3.0
Physics,186,Case Western Reserve University,Harsh,,Mathur,954112,27,good,TEACHER,PROFESSOR,4.7
Operations Management,186,Case Western Reserve University,Kamlesh,,Mathur,1689566,3,good,TEACHER,PROFESSOR,3.9
Geology,186,Case Western Reserve University,Gerald,,Matisoff,26367,12,average,TEACHER,PROFESSOR,3.0
Materials Science,186,Case Western Reserve University,David,,Matthiesen,25392,90,poor,TEACHER,PROFESSOR,2.2
Mechanical Engineering,186,Case Western Reserve University,Brian,,Maxwell,2431555,4,average,TEACHER,PROFESSOR,2.5
Psychology,186,Case Western Reserve University,Christine,,May,1873301,2,good,TEACHER,PROFESSOR,3.8
Geology,186,Case Western Reserve University,Peter,,McCall,70356,22,good,TEACHER,PROFESSOR,4.1
Psychology,186,Case Western Reserve University,Todd,,McCallum,293429,20,good,TEACHER,PROFESSOR,4.0
Administration,186,Case Western Reserve University,Amanda,,McCarthy,2478704,0,zero,TEACHER,PROFESSOR,N/A
Music,186,Case Western Reserve University,Susan,,McClary,1820359,4,good,TEACHER,PROFESSOR,4.4
Nursing,186,Case Western Reserve University,Kelly,,McConnell,2436063,0,zero,TEACHER,PROFESSOR,N/A
English,186,Case Western Reserve University,Michelle,Lyons,McFarland,2382897,0,zero,TEACHER,PROFESSOR,N/A
Astronomy,186,Case Western Reserve University,Stacy,,McGaugh,1955535,7,good,TEACHER,PROFESSOR,3.9
Mathematics,186,Case Western Reserve University,Debra,,McGivney,2073470,10,good,TEACHER,PROFESSOR,4.8
Anthropology,186,Case Western Reserve University,Janet,,McGrath,33326,12,average,TEACHER,PROFESSOR,3.2
Sociology,186,Case Western Reserve University,Emilia,,McGucken,26691,21,good,TEACHER,PROFESSOR,3.6
Political Science,186,Case Western Reserve University,Vincent,,McHale,16708,19,good,TEACHER,PROFESSOR,3.9
Philosophy,186,Case Western Reserve University,Colin,,McLarty,88483,33,average,TEACHER,PROFESSOR,3.5
Political Science,186,Case Western Reserve University,Kelly,,McMann,618705,16,good,TEACHER,PROFESSOR,3.7
Law,186,Case Western Reserve University,Kevin,,McMunigal,585986,11,good,TEACHER,PROFESSOR,4.3
Communication Sciences,186,Case Western Reserve University,Kathryn,,McNeal,26366,6,good,TEACHER,PROFESSOR,4.5
Music,186,Case Western Reserve University,Rachel,,McNellis,2417006,1,good,TEACHER,PROFESSOR,5.0
Not Specified,186,Case Western Reserve University,Eve,,McPherson,1561055,3,good,TEACHER,PROFESSOR,4.5
Mathematics,186,Case Western Reserve University,Elizabeth,,Meckes,1796395,16,good,TEACHER,PROFESSOR,3.6
Mathematics,186,Case Western Reserve University,Mark,,Meckes,17847,42,good,TEACHER,PROFESSOR,4.0
Accounting,186,Case Western Reserve University,Michele,,Meckfessel,1712875,3,good,TEACHER,PROFESSOR,5.0
Medicine,186,Case Western Reserve University,Edward,,Medof,2286467,0,zero,TEACHER,PROFESSOR,N/A
Law,186,Case Western Reserve University,Maxwell,,Mehlman,1422939,2,good,TEACHER,PROFESSOR,4.0
English,186,Case Western Reserve University,Suhaan,,Mehta,1977000,8,good,TEACHER,PROFESSOR,4.9
English,186,Case Western Reserve University,Daniel,,Melnick,769136,7,good,TEACHER,PROFESSOR,3.8
Electrical Engineering,186,Case Western Reserve University,Francis,,Merat,16717,36,good,TEACHER,PROFESSOR,4.8
Law,186,Case Western Reserve University,Kathryn,,Mercer,953780,3,average,TEACHER,PROFESSOR,3.0
Organizational Behavior,186,Case Western Reserve University,Tracey,,Messer,2305089,2,good,TEACHER,PROFESSOR,4.5
English,186,Case Western Reserve University,Terri,,Mester,286741,11,good,TEACHER,PROFESSOR,4.5
Civil Engineering,186,Case Western Reserve University,Brian,,Metrovich,1494484,17,good,TEACHER,PROFESSOR,4.2
Nursing,186,Case Western Reserve University,Gretchen,,Mettler,1756306,0,zero,TEACHER,PROFESSOR,N/A
Chemistry,186,Case Western Reserve University,Drew,,Meyer,1869141,110,good,TEACHER,PROFESSOR,3.5
Materials Science,186,Case Western Reserve University,Gary,,Michal,846254,3,good,TEACHER,PROFESSOR,4.3
History,186,Case Western Reserve University,Dick,,Michel,1316106,0,zero,TEACHER,PROFESSOR,N/A
Astronomy,186,Case Western Reserve University,James Christopher,,Mihos,48454,13,good,TEACHER,PROFESSOR,4.4
Social Science,186,Case Western Reserve University,David,,Miller,137485,6,good,TEACHER,PROFESSOR,3.8
English,186,Case Western Reserve University,Kimberly,,Miller,1724802,3,poor,TEACHER,PROFESSOR,2.3
Biology,186,Case Western Reserve University,Hannah,,Miller,2046065,2,good,TEACHER,PROFESSOR,4.5
Operations Management,186,Case Western Reserve University,William,,Millhiser,885589,0,zero,TEACHER,PROFESSOR,N/A
Physical Education,186,Case Western Reserve University,Douglas,,Milliken,1798708,4,good,TEACHER,PROFESSOR,4.2
Social Science,186,Case Western Reserve University,Andrea,,Milne,2357771,5,good,TEACHER,PROFESSOR,4.8
English,186,Case Western Reserve University,Marcus,,Mitchell,1354212,2,good,TEACHER,PROFESSOR,5.0
Biology,186,Case Western Reserve University,Claudia,,Mizutani,2316961,0,zero,TEACHER,PROFESSOR,N/A
English,186,Case Western Reserve University,Marilyn,,Mobley,1690748,1,good,TEACHER,PROFESSOR,4.0
Electrical Engineering,186,Case Western Reserve University,Pedram,,Mohseni,1439904,19,average,TEACHER,PROFESSOR,3.0
Not Specified,186,Case Western Reserve University,Sean,,Moiles,1776039,1,good,TEACHER,PROFESSOR,4.5
Finance,186,Case Western Reserve University,Elena-Claudia,,Moise,933344,8,average,TEACHER,PROFESSOR,3.0
Statistics,186,Case Western Reserve University,Anirban,,Mondal,2110481,8,poor,TEACHER,PROFESSOR,1.8
Physics,186,Case Western Reserve University,Benjamin,,Monreal,2298409,2,average,TEACHER,PROFESSOR,3.0
Sociology,186,Case Western Reserve University,Jennifer,,Montez,1861594,1,good,TEACHER,PROFESSOR,4.0
Languages,186,Case Western Reserve University,Irene,,Moody,370315,9,average,TEACHER,PROFESSOR,3.2
Political Science,186,Case Western Reserve University,Pete,,Moore,677845,15,good,TEACHER,PROFESSOR,4.0
Biology,186,Case Western Reserve University,Jean,,Moriuchi,1556808,7,good,TEACHER,PROFESSOR,4.5
Astronomy,186,Case Western Reserve University,Heather,,Morrison,48450,6,average,TEACHER,PROFESSOR,2.6
Nursing,186,Case Western Reserve University,Barbara,,Morrison,968825,1,good,TEACHER,PROFESSOR,5.0
Social Work,186,Case Western Reserve University,Malika,,Muhammad,2521695,0,zero,TEACHER,PROFESSOR,N/A
Civil Engineering,186,Case Western Reserve University,Robert,,Mullen,29228,21,poor,TEACHER,PROFESSOR,2.1
Economics,186,Case Western Reserve University,Gary,,Murphy,280253,44,good,TEACHER,PROFESSOR,3.9
Music,186,Case Western Reserve University,Lisa,,Musca,1108178,3,average,TEACHER,PROFESSOR,2.7
Social Science,186,Case Western Reserve University,Crystal,,Myhre,2523750,0,zero,TEACHER,PROFESSOR,N/A
Law,186,Case Western Reserve University,Dale,,Nance,351519,9,average,TEACHER,PROFESSOR,3.3
Modern Languages,186,Case Western Reserve University,Jacqueline,,Nanfito,298285,9,good,TEACHER,PROFESSOR,4.5
Social Science,186,Case Western Reserve University,Aravindhan,,Natarajan,1116391,1,poor,TEACHER,PROFESSOR,1.0
Economics,186,Case Western Reserve University,Madina,,Ndefru,2167435,6,average,TEACHER,PROFESSOR,3.3
Music,186,Case Western Reserve University,Richard,,Nelson,610106,6,good,TEACHER,PROFESSOR,4.2
Music,186,Case Western Reserve University,Beth,,Nelson,831302,8,average,TEACHER,PROFESSOR,2.6
Law,186,Case Western Reserve University,Spencer,,Neth,95809,12,average,TEACHER,PROFESSOR,2.8
Religion,186,Case Western Reserve University,Judith,,Neulander,789523,12,good,TEACHER,PROFESSOR,4.5
Biology,186,Case Western Reserve University,R. Sousa,,Neves,1655012,0,zero,TEACHER,PROFESSOR,N/A
English,186,Case Western Reserve University,James,,Newlin,2295282,4,good,TEACHER,PROFESSOR,4.0
Computer Science,186,Case Western Reserve University,Wyatt,,Newman,1431753,5,good,TEACHER,PROFESSOR,4.4
Marketing,186,Case Western Reserve University,Casey,,Newmeyer,1711319,1,good,TEACHER,PROFESSOR,5.0
Geology,186,Case Western Reserve University,Taylor,,Nguyen,1882458,2,average,TEACHER,PROFESSOR,3.0
History,186,Case Western Reserve University,Lisa,,Nielson,1810425,9,good,TEACHER,PROFESSOR,4.8
Nursing,186,Case Western Reserve University,Colleen,,Nikstenas,2430012,2,good,TEACHER,PROFESSOR,4.0
Mathematics,186,Case Western Reserve University,Benjamin,,Nil,1654027,1,average,TEACHER,PROFESSOR,3.0
Mathematics,186,Case Western Reserve University,Benjamin,,Nill,1654025,3,good,TEACHER,PROFESSOR,4.7
Management,186,Case Western Reserve University,Jie,,Ning,2444807,2,good,TEACHER,PROFESSOR,3.5
Communication Sciences,186,Case Western Reserve University,Jean,,Nisenboum,517035,7,good,TEACHER,PROFESSOR,4.4
Modern Languages,186,Case Western Reserve University,Yukiko,,Nishida,2345408,1,good,TEACHER,PROFESSOR,4.0
Epidemiology,186,Case Western Reserve University,Nora,,Nock,2039637,0,zero,TEACHER,PROFESSOR,N/A
Social Work,186,Case Western Reserve University,marissa,,Norden,2061456,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,186,Case Western Reserve University,Emily,,Norton,1906390,1,average,TEACHER,PROFESSOR,3.0
Modern Languages,186,Case Western Reserve University,Keri,,November,2342281,1,good,TEACHER,PROFESSOR,5.0
Nutrition,186,Case Western Reserve University,Noa,,Noy,1835262,0,zero,TEACHER,PROFESSOR,N/A
Physical Education,186,Case Western Reserve University,Erin,,O'Neill,1253098,1,good,TEACHER,PROFESSOR,4.0
Cognitive Science,186,Case Western Reserve University,Todd,,Oakley,34707,17,good,TEACHER,PROFESSOR,3.5
Psychology,186,Case Western Reserve University,Rita,,Obeid,2410692,10,good,TEACHER,PROFESSOR,5.0
English,186,Case Western Reserve University,Glenn,,Odenbrett,1060921,4,poor,TEACHER,PROFESSOR,2.3
Mathematics,186,Case Western Reserve University,Isaac,,Oduro,2306795,2,average,TEACHER,PROFESSOR,3.0
General Education,186,Case Western Reserve University,Susan,,Oehler,990892,2,average,TEACHER,PROFESSOR,2.5
Education,186,Case Western Reserve University,Erika,,Olbricht,1767864,7,average,TEACHER,PROFESSOR,2.5
Art,186,Case Western Reserve University,Maria,,Oldenburg,2234912,2,good,TEACHER,PROFESSOR,5.0
Biology,186,Case Western Reserve University,Ronald,,Oldfield,1997412,5,good,TEACHER,PROFESSOR,4.6
Computer Science,186,Case Western Reserve University,Daniel,,Oldham,796230,29,poor,TEACHER,PROFESSOR,2.4
Modern Languages,186,Case Western Reserve University,Nana,,Onishi,2129587,0,zero,TEACHER,PROFESSOR,N/A
Management,186,Case Western Reserve University,Ellen,Van,Oosten,2221267,2,good,TEACHER,PROFESSOR,5.0
Statistics,186,Case Western Reserve University,Amy,,Orendi,293444,3,good,TEACHER,PROFESSOR,3.5
Theatre & Dance,186,Case Western Reserve University,John,,Orlock,73165,18,good,TEACHER,PROFESSOR,4.0
Engineering,186,Case Western Reserve University,Peter,,Orner,2351053,0,zero,TEACHER,PROFESSOR,N/A
Management,186,Case Western Reserve University,Richard,,Osborne,1230353,8,good,TEACHER,PROFESSOR,5.0
Computer Science,186,Case Western Reserve University,Ryan,,Oshinsky,2232702,4,good,TEACHER,PROFESSOR,5.0
Economics,186,Case Western Reserve University,Glenda,,Oskar,2321563,9,good,TEACHER,PROFESSOR,3.5
Mathematics,186,Case Western Reserve University,Andrew,,Oster,1758286,5,poor,TEACHER,PROFESSOR,1.1
English,186,Case Western Reserve University,Judith,,Oster,491201,5,average,TEACHER,PROFESSOR,3.0
Mechanical Engineering,186,Case Western Reserve University,Simon,,Ostrach,1499760,1,poor,TEACHER,PROFESSOR,1.5
Sociology,186,Case Western Reserve University,Bernard,,Ott,1176114,0,zero,TEACHER,PROFESSOR,N/A
Psychology,186,Case Western Reserve University,James,,Overholser,1270192,8,average,TEACHER,PROFESSOR,3.2
Computer Science,186,Case Western Reserve University,Gultekin,,Ozsoyoglu,16820,44,average,TEACHER,PROFESSOR,2.7
Computer Science,186,Case Western Reserve University,Z. Meral,,Ozsoyoglu,16832,30,average,TEACHER,PROFESSOR,2.5
Education,186,Case Western Reserve University,Jose,,Padin,1171784,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,186,Case Western Reserve University,Charles,,Pairan,1307693,1,good,TEACHER,PROFESSOR,5.0
Electrical Engineering,186,Case Western Reserve University,Christos,,Papachristou,33548,20,poor,TEACHER,PROFESSOR,2.3
Accounting,186,Case Western Reserve University,Larry,,Parker,79959,10,good,TEACHER,PROFESSOR,3.5
English,186,Case Western Reserve University,Michael,,Parker,1456001,32,average,TEACHER,PROFESSOR,3.5
English,186,Case Western Reserve University,Gabrielle,,Parkin,1958237,7,good,TEACHER,PROFESSOR,4.9
Cognitive Science,186,Case Western Reserve University,Fey,,Parrill,983362,30,good,TEACHER,PROFESSOR,4.3
Political Science,186,Case Western Reserve University,Girma,,Parris,2374387,6,good,TEACHER,PROFESSOR,4.5
Modern Languages,186,Case Western Reserve University,Alessandra,,Parry,2419359,6,good,TEACHER,PROFESSOR,5.0
Nursing,186,Case Western Reserve University,Kyle,,Patchen,2391472,1,good,TEACHER,PROFESSOR,5.0
Chemistry,186,Case Western Reserve University,Anthony,,Pearson,22922,40,good,TEACHER,PROFESSOR,3.8
English,186,Case Western Reserve University,Annie,,Pecastaings,1188533,15,good,TEACHER,PROFESSOR,3.5
Management,186,Case Western Reserve University,Simon,,Peck,1171568,2,good,TEACHER,PROFESSOR,3.8
English,186,Case Western Reserve University,Mark,,Pedretti,1359404,12,good,TEACHER,PROFESSOR,4.5
Art History,186,Case Western Reserve University,John,,Peffer,993678,6,average,TEACHER,PROFESSOR,3.0
Art Education,186,Case Western Reserve University,Christopher,,Pekoc,387258,13,poor,TEACHER,PROFESSOR,2.3
Chemistry,186,Case Western Reserve University,Emily,,Pentzer,1839814,18,good,TEACHER,PROFESSOR,3.8
Sociology,186,Case Western Reserve University,Adam,,Perzynski,1362660,2,good,TEACHER,PROFESSOR,4.8
Music,186,Case Western Reserve University,Micheal,,Peters,2429311,0,zero,TEACHER,PROFESSOR,N/A
Music,186,Case Western Reserve University,Michael,,Peters,2437071,1,poor,TEACHER,PROFESSOR,2.0
Biology,186,Case Western Reserve University,Sheryl,,Petersen,1471168,0,zero,TEACHER,PROFESSOR,N/A
